Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries.;How would Sydney feel afterwards?;happy that they are able to help their daughter;annoyed in helping their daughter communicate;happy to be in full control of their daughter's actions
Aubrey understood Remy better and better the more they spent time together.;What will happen to Aubrey?;become good friends with Aubrey;get tired of Remy's company;want to be romantic with Remy
Jesse ate their cereal and didn't leave any for everyone else.;How would you describe Jesse?;selfish;generous;greedy
Alex has autism and has always found that they are very particular about specific details therefore they are always very careful.;How would you describe Alex?;exact;wrong;Like they'd made the most logical choice
Jan found new friends in the neighborhood because she was new there.;What will Others want to do next?;be nice;not welcome her;be mean
Addison regarded every girl as somebody who should be treated by their actions.;How would Others feel as a result?;loved now;bored now;passive now
Taylor gave their friend a hug in front of all the others.;What will Others want to do next?;watch Tracy;they need their friend's consent;not touch anyone
Remy took this suggestion seriously because it was coming from their manager.;Why did Remy do this?;cooperate with their boss;strong;be insubordinate to their boss
Kai had a leading flim business, but never embraced digital, 20 years later the company went the way of the dinosaur.;How would you describe Kai?;not a forward thinker;Innovative in business;regretful
Austin had more than they could handle, so Austin offered Sydney a position at work.;How would you describe Austin?;a supervisor;proud;strong
Robin refused to pay for it and was soon arrested for petty theft that night.;What will happen to Others?;sad;be banned;be arrested
Jesse was out sick for the day so Tracy was covering his class. She took his student's to the playground for recess.;What will Jesse want to do next?;get better;review their homework;cover the next lesson
Robin bought a new watch for Addison and put it on their wrist.;What will happen to Addison?;wear a new watch;pay Robin for the watch;have Addison's gratitude
Jordan ran quickly to the store down the street.;What will Jordan want to do next?;throw on his running shoes;put on his boots;put gas in the car
Aubrey was a mess so Robin knew that the clothes need changed before the event.;How would you describe Robin?;responsible;aware afterwards;inconsiderate
Remy reviewed the lecture from class, and now Remy understood every word.;What will Remy want to do next?;study some more;forget the knowledge;go to class
Tracy gave a gift to my friend and told my friend that I had suggested the gift.;What will happen to my friend?;thank me for the advice I gave;indebted to me;wonder where my gift is
Bob went to Sasha's hair salon and got their hair cut.;How would Sasha feel afterwards?;they did their job;Others liked the look;they gave a good haircut
Robin decided to let Carson explain the problem to everyone more thoroughly.;What will happen to Carson?;be listened to;be pleased;be satisfied
Sydney felt so bad about the poor people and gave them a ton of money right away.;What does Sydney need to do before this?;visit the poor people;would need cash;sydney would need to be evil
Jordan found out that they were very ill, but they made light of the ailment.;How would Others feel as a result?;Uncomfortable;feeling sad;Humorous
Tracy had the world by the tail after she managed to do everything at work.;How would Tracy feel afterwards?;sastisfied;sad;ambitious
Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed.;What will Remy want to do next?;call the police;get in the house;call the fire department
Robin left Tracy's home to get ready for her workday.;What does Robin need to do before this?;Finish up;Get lost;get their own work clothes from home
Robin lost their wallet.;What will happen to Others?;Others maybe accused of stealing;Others will do nothing;panic
Remy watched a sad film then cried their eyes out afterwards.;How would you describe Remy?;soft;despondent;upset
Jordan ran quickly to the store to get some donuts.;How would you describe Jordan?;excited to eat the donuts;tired from all the running;Has good priorities
Alex made their escape to Mexico to relax and enjoy the sights.;What does Alex need to do before this?;plan a vacation before this;happy;quit school before this
Skylar ate too much sweets and chocolate and drank too much sugary juice and the dentist told her she had a cavity.;How would you describe Skylar?;has a sweet tooth;only eats sugar free foods;disgusted
